,Player,Team,Season
5372,Haywood Highsmith,MIA,2023
5373,Zach LaVine,CHI,2023
5374,DeMar DeRozan,CHI,2023
5375,Nikola Vučević,CHI,2023
5376,Patrick Williams,CHI,2023
5377,Ayo Dosunmu,CHI,2023
5378,Coby White,CHI,2023
5379,Alex Caruso,CHI,2023
5380,Patrick Beverley,CHI,2023
5381,Derrick Jones Jr.,CHI,2023
5382,James Harden,PHI,2023
5383,Tobias Harris,PHI,2023
5384,Joel Embiid,PHI,2023
5385,Tyrese Maxey,PHI,2023
5386,De'Anthony Melton,PHI,2023
5387,P.J. Tucker,PHI,2023
5388,Shake Milton,PHI,2023
5389,Georges Niang,PHI,2023
5390,Louis King,PHI,2023
5391,Klay Thompson,GSW,2023
5392,Jordan Poole,GSW,2023
5393,Draymond Green,GSW,2023
5394,Stephen Curry,GSW,2023
5395,Donte DiVincenzo,GSW,2023
5396,Kevon Looney,GSW,2023
5397,Andrew Wiggins,GSW,2023
5398,Jonathan Kuminga,GSW,2023
5399,Anthony Lamb,GSW,2023
5400,Jayson Tatum,BOS,2023
5401,Jaylen Brown,BOS,2023
5402,Derrick White,BOS,2023
5403,Marcus Smart,BOS,2023
5404,Al Horford,BOS,2023
5405,Grant Williams,BOS,2023
5406,Malcolm Brogdon,BOS,2023
5407,Sam Hauser,BOS,2023
5408,Robert Williams,BOS,2023
5409,Buddy Hield,IND,2023
5410,Tyrese Haliburton,IND,2023
5411,Bennedict Mathurin,IND,2023
5412,Andrew Nembhard,IND,2023
5413,Myles Turner,IND,2023
5414,Aaron Nesmith,IND,2023
5415,T.J. McConnell,IND,2023
5416,Jalen Smith,IND,2023
5417,Oshae Brissett,IND,2023
5418,Dejounte Murray,ATL,2023
5419,Trae Young,ATL,2023
5420,De'Andre Hunter,ATL,2023
5421,John Collins,ATL,2023
5422,Clint Capela,ATL,2023
5423,Onyeka Okongwu,ATL,2023
5424,Bogdan Bogdanović,ATL,2023
5425,AJ Griffin,ATL,2023
5426,Saddiq Bey,ATL,2023
5427,Julius Randle,NYK,2023
5428,Jalen Brunson,NYK,2023
5429,RJ Barrett,NYK,2023
5430,Immanuel Quickley,NYK,2023
5431,Quentin Grimes,NYK,2023
5432,Mitchell Robinson,NYK,2023
5433,Isaiah Hartenstein,NYK,2023
5434,Josh Hart,NYK,2023
5435,Obi Toppin,NYK,2023
5436,Pascal Siakam,TOR,2023
5437,Fred VanVleet,TOR,2023
5438,Scottie Barnes,TOR,2023
5439,OG Anunoby,TOR,2023
5440,Gary Trent Jr.,TOR,2023
5441,Chris Boucher,TOR,2023
5442,Jakob Poeltl,TOR,2023
5443,Precious Achiuwa,TOR,2023
5444,Thaddeus Young,TOR,2023
5445,Evan Mobley,CLE,2023
5446,Donovan Mitchell,CLE,2023
5447,Darius Garland,CLE,2023
5448,Jarrett Allen,CLE,2023
5449,Caris LeVert,CLE,2023
5450,Isaac Okoro,CLE,2023
5451,Cedi Osman,CLE,2023
5452,Lamar Stevens,CLE,2023
5453,Dean Wade,CLE,2023
5454,Franz Wagner,ORL,2023
5455,Paolo Banchero,ORL,2023
5456,Markelle Fultz,ORL,2023
5457,Wendell Carter Jr.,ORL,2023
5458,Cole Anthony,ORL,2023
5459,Bol Bol,ORL,2023
5460,Gary Harris,ORL,2023
5461,Jalen Suggs,ORL,2023
5462,Moritz Wagner,ORL,2023
5463,Mikal Bridges,PHO,2023
5464,Devin Booker,PHO,2023
5465,Deandre Ayton,PHO,2023
5466,Chris Paul,PHO,2023
5467,Torrey Craig,PHO,2023
5468,Damion Lee,PHO,2023
5469,Kevin Durant,PHO,2023
5470,Josh Okogie,PHO,2023
5471,Cameron Payne,PHO,2023
5472,Nikola Jokić,DEN,2023
5473,Kentavious Caldwell-Pope,DEN,2023
5474,Jamal Murray,DEN,2023
5475,Bruce Brown,DEN,2023
5476,Aaron Gordon,DEN,2023
5477,Michael Porter Jr.,DEN,2023
5478,Christian Braun,DEN,2023
5479,Jeff Green,DEN,2023
5480,Bones Hyland,DEN,2023
5481,Jalen Green,HOU,2023
5482,Jabari Smith Jr.,HOU,2023
5483,Kevin Porter Jr.,HOU,2023
5484,KJ Martin,HOU,2023
5485,Alperen Sengun,HOU,2023
5486,Eric Gordon,HOU,2023
5487,Tari Eason,HOU,2023
5488,Usman Garuba,HOU,2023
5489,Jae'Sean Tate,HOU,2023
5490,Anthony Edwards,MIN,2023
5491,Jaden McDaniels,MIN,2023
5492,Rudy Gobert,MIN,2023
5493,D'Angelo Russell,MIN,2023
5494,Kyle Anderson,MIN,2023
5495,Karl-Anthony Towns,MIN,2023
5496,Mike Conley,MIN,2023
5497,Taurean Prince,MIN,2023
5498,Jaylen Nowell,MIN,2023
5499,Keldon Johnson,SAS,2023
5500,Tre Jones,SAS,2023
5501,Devin Vassell,SAS,2023
5502,Jeremy Sochan,SAS,2023
5503,Malaki Branham,SAS,2023
5504,Zach Collins,SAS,2023
5505,Keita Bates-Diop,SAS,2023
5506,Jakob Poeltl,SAS,2023
5507,Doug McDermott,SAS,2023
5508,Jerami Grant,POR,2023
5509,Damian Lillard,POR,2023
5510,Anfernee Simons,POR,2023
5511,Josh Hart,POR,2023
5512,Shaedon Sharpe,POR,2023
5513,Jusuf Nurkić,POR,2023
5514,Drew Eubanks,POR,2023
5515,Justise Winslow,POR,2023
5516,Skylar Mays,POR,2023
5517,Domantas Sabonis,SAC,2023
5518,Harrison Barnes,SAC,2023
5519,De'Aaron Fox,SAC,2023
5520,Keegan Murray,SAC,2023
5521,Kevin Huerter,SAC,2023
5522,Malik Monk,SAC,2023
5523,Davion Mitchell,SAC,2023
5524,Trey Lyles,SAC,2023
5525,Terence Davis,SAC,2023
5526,Jaden Ivey,DET,2023
5527,Bojan Bogdanović,DET,2023
5528,Killian Hayes,DET,2023
5529,Saddiq Bey,DET,2023
5530,Jalen Duren,DET,2023
5531,Isaiah Stewart,DET,2023
5532,Cade Cunningham,DET,2023
5533,Isaiah Livers,DET,2023
5534,Cory Joseph,DET,2023
5535,Luka Dončić,DAL,2023
5536,Reggie Bullock,DAL,2023
5537,Tim Hardaway Jr.,DAL,2023
5538,Spencer Dinwiddie,DAL,2023
5539,Kyrie Irving,DAL,2023
5540,Dorian Finney-Smith,DAL,2023
5541,Christian Wood,DAL,2023
5542,Josh Green,DAL,2023
5543,Dwight Powell,DAL,2023
5544,LeBron James,LAL,2023
5545,Anthony Davis,LAL,2023
5546,Dennis Schröder,LAL,2023
5547,Austin Reaves,LAL,2023
5548,Troy Brown Jr.,LAL,2023
5549,Russell Westbrook,LAL,2023
5550,Patrick Beverley,LAL,2023
5551,Lonnie Walker IV,LAL,2023
5552,D'Angelo Russell,LAL,2023
5553,Paul George,LAC,2023
5554,Ivica Zubac,LAC,2023
5555,Kawhi Leonard,LAC,2023
5556,Marcus Morris,LAC,2023
5557,Terance Mann,LAC,2023
5558,Norman Powell,LAC,2023
5559,Nicolas Batum,LAC,2023
5560,Reggie Jackson,LAC,2023
5561,Russell Westbrook,LAC,2023
5562,Lauri Markkanen,UTA,2023
5563,Jordan Clarkson,UTA,2023
5564,Kelly Olynyk,UTA,2023
5565,Mike Conley,UTA,2023
5566,Walker Kessler,UTA,2023
5567,Malik Beasley,UTA,2023
5568,Jarred Vanderbilt,UTA,2023
5569,Collin Sexton,UTA,2023
5570,Talen Horton-Tucker,UTA,2023
5571,Kyle Kuzma,WAS,2023
5572,Kristaps Porziņģis,WAS,2023
5573,Bradley Beal,WAS,2023
5574,Corey Kispert,WAS,2023
5575,Deni Avdija,WAS,2023
5576,Monte Morris,WAS,2023
5577,Daniel Gafford,WAS,2023
5578,Delon Wright,WAS,2023
5579,Jordan Goodwin,WAS,2023
5580,Brook Lopez,MIL,2023
5581,Jrue Holiday,MIL,2023
5582,Giannis Antetokounmpo,MIL,2023
5583,Grayson Allen,MIL,2023
5584,Bobby Portis,MIL,2023
5585,Jevon Carter,MIL,2023
5586,Pat Connaughton,MIL,2023
5587,Joe Ingles,MIL,2023
5588,Khris Middleton,MIL,2023
5589,Dillon Brooks,MEM,2023
5590,Ja Morant,MEM,2023
5591,Desmond Bane,MEM,2023
5592,Jaren Jackson Jr.,MEM,2023
5593,Tyus Jones,MEM,2023
5594,Jacob Gilyard,MEM,2023
5595,Santi Aldama,MEM,2023
5596,John Konchar,MEM,2023
5597,Steven Adams,MEM,2023
5598,Shai Gilgeous-Alexander,OKC,2023
5599,Josh Giddey,OKC,2023
5600,Luguentz Dort,OKC,2023
5601,Jalen Williams,OKC,2023
5602,Isaiah Joe,OKC,2023
5603,Kenrich Williams,OKC,2023
5604,Aaron Wiggins,OKC,2023
5605,Tre Mann,OKC,2023
5606,Jaylin Williams,OKC,2023
5607,Royce O'Neale,BRK,2023
5608,Nic Claxton,BRK,2023
5609,Kyrie Irving,BRK,2023
5610,Kevin Durant,BRK,2023
5611,Spencer Dinwiddie,BRK,2023
5612,Mikal Bridges,BRK,2023
5613,Joe Harris,BRK,2023
5614,Cameron Johnson,BRK,2023
5615,Ben Simmons,BRK,2023
5616,CJ McCollum,NOP,2023
5617,Trey Murphy III,NOP,2023
5618,Brandon Ingram,NOP,2023
5619,Herbert Jones,NOP,2023
5620,Jonas Valančiūnas,NOP,2023
5621,Naji Marshall,NOP,2023
5622,Zion Williamson,NOP,2023
5623,Larry Nance Jr.,NOP,2023
5624,Jose Alvarado,NOP,2023
5625,Terry Rozier,CHO,2023
5626,P.J. Washington,CHO,2023
5627,LaMelo Ball,CHO,2023
5628,Kelly Oubre Jr.,CHO,2023
5629,Gordon Hayward,CHO,2023
5630,Mason Plumlee,CHO,2023
5631,Jalen McDaniels,CHO,2023
5632,Dennis Smith Jr.,CHO,2023
5633,Nick Richards,CHO,2023
5634,Bam Adebayo,MIA,2024
5635,Jimmy Butler,MIA,2024
5636,Jaime Jaquez Jr.,MIA,2024
5637,Tyler Herro,MIA,2024
5638,Duncan Robinson,MIA,2024
5639,Caleb Martin,MIA,2024
5640,Terry Rozier,MIA,2024
5641,Kyle Lowry,MIA,2024
5642,Josh Richardson,MIA,2024
5643,DeMar DeRozan,CHI,2024
5644,Coby White,CHI,2024
5645,Nikola Vučević,CHI,2024
5646,Ayo Dosunmu,CHI,2024
5647,Alex Caruso,CHI,2024
5648,Zach LaVine,CHI,2024
5649,Patrick Williams,CHI,2024
5650,Andre Drummond,CHI,2024
5651,Torrey Craig,CHI,2024
5652,Tyrese Maxey,PHI,2024
5653,Tobias Harris,PHI,2024
5654,Kelly Oubre Jr.,PHI,2024
5655,Joel Embiid,PHI,2024
5656,Nicolas Batum,PHI,2024
5657,Paul Reed,PHI,2024
5658,De'Anthony Melton,PHI,2024
5659,Kyle Lowry,PHI,2024
5660,Buddy Hield,PHI,2024
5661,Stephen Curry,GSW,2024
5662,Klay Thompson,GSW,2024
5663,Brandin Podziemski,GSW,2024
5664,Andrew Wiggins,GSW,2024
5665,Jonathan Kuminga,GSW,2024
5666,Draymond Green,GSW,2024
5667,Chris Paul,GSW,2024
5668,Kevon Looney,GSW,2024
5669,Moses Moody,GSW,2024
5670,Jayson Tatum,BOS,2024
5671,Jaylen Brown,BOS,2024
5672,Derrick White,BOS,2024
5673,Jrue Holiday,BOS,2024
5674,Kristaps Porziņģis,BOS,2024
5675,Al Horford,BOS,2024
5676,Payton Pritchard,BOS,2024
5677,Sam Hauser,BOS,2024
5678,Luke Kornet,BOS,2024
5679,Tyrese Haliburton,IND,2024
5680,Myles Turner,IND,2024
5681,Aaron Nesmith,IND,2024
5682,Pascal Siakam,IND,2024
5683,Andrew Nembhard,IND,2024
5684,Bennedict Mathurin,IND,2024
5685,Obi Toppin,IND,2024
5686,Bruce Brown,IND,2024
5687,Buddy Hield,IND,2024
5688,Dejounte Murray,ATL,2024
5689,Trae Young,ATL,2024
5690,Bogdan Bogdanović,ATL,2024
5691,Saddiq Bey,ATL,2024
5692,Jalen Johnson,ATL,2024
5693,De'Andre Hunter,ATL,2024
5694,Clint Capela,ATL,2024
5695,Onyeka Okongwu,ATL,2024
5696,Vit Krejci,ATL,2024
5697,Jalen Brunson,NYK,2024
5698,Josh Hart,NYK,2024
5699,Donte DiVincenzo,NYK,2024
5700,Julius Randle,NYK,2024
5701,Isaiah Hartenstein,NYK,2024
5702,OG Anunoby,NYK,2024
5703,RJ Barrett,NYK,2024
5704,Precious Achiuwa,NYK,2024
5705,Miles McBride,NYK,2024
5706,Scottie Barnes,TOR,2024
5707,Pascal Siakam,TOR,2024
5708,Gary Trent Jr.,TOR,2024
5709,Immanuel Quickley,TOR,2024
5710,Dennis Schröder,TOR,2024
5711,RJ Barrett,TOR,2024
5712,OG Anunoby,TOR,2024
5713,Jakob Poeltl,TOR,2024
5714,Gradey Dick,TOR,2024
5715,Jarrett Allen,CLE,2024
5716,Donovan Mitchell,CLE,2024
5717,Max Strus,CLE,2024
5718,Darius Garland,CLE,2024
5719,Caris LeVert,CLE,2024
5720,Isaac Okoro,CLE,2024
5721,Evan Mobley,CLE,2024
5722,Georges Niang,CLE,2024
5723,Dean Wade,CLE,2024
5724,Paolo Banchero,ORL,2024
5725,Franz Wagner,ORL,2024
5726,Jalen Suggs,ORL,2024
5727,Cole Anthony,ORL,2024
5728,Wendell Carter Jr.,ORL,2024
5729,Gary Harris,ORL,2024
5730,Moritz Wagner,ORL,2024
5731,Joe Ingles,ORL,2024
5732,Anthony Black,ORL,2024
5733,Kevin Durant,PHO,2024
5734,Devin Booker,PHO,2024
5735,Grayson Allen,PHO,2024
5736,Bradley Beal,PHO,2024
5737,Jusuf Nurkić,PHO,2024
5738,Eric Gordon,PHO,2024
5739,Royce O'Neale,PHO,2024
5740,Drew Eubanks,PHO,2024
5741,Josh Okogie,PHO,2024
5742,Nikola Jokić,DEN,2024
5743,Michael Porter Jr.,DEN,2024
5744,Kentavious Caldwell-Pope,DEN,2024
5745,Aaron Gordon,DEN,2024
5746,Jamal Murray,DEN,2024
5747,Reggie Jackson,DEN,2024
5748,Christian Braun,DEN,2024
5749,Peyton Watson,DEN,2024
5750,Justin Holiday,DEN,2024
5751,Fred VanVleet,HOU,2024
5752,Jalen Green,HOU,2024
5753,Jabari Smith Jr.,HOU,2024
5754,Dillon Brooks,HOU,2024
5755,Alperen Sengun,HOU,2024
5756,Amen Thompson,HOU,2024
5757,Jeff Green,HOU,2024
5758,Aaron Holiday,HOU,2024
5759,Jae'Sean Tate,HOU,2024
5760,Anthony Edwards,MIN,2024
5761,Rudy Gobert,MIN,2024
5762,Karl-Anthony Towns,MIN,2024
5763,Mike Conley,MIN,2024
5764,Jaden McDaniels,MIN,2024
5765,Naz Reid,MIN,2024
5766,Nickeil Alexander-Walker,MIN,2024
5767,Kyle Anderson,MIN,2024
5768,Jordan McLaughlin,MIN,2024
5769,Devin Vassell,SAS,2024
5770,Jeremy Sochan,SAS,2024
5771,Victor Wembanyama,SAS,2024
5772,Keldon Johnson,SAS,2024
5773,Tre Jones,SAS,2024
5774,Malaki Branham,SAS,2024
5775,Zach Collins,SAS,2024
5776,Julian Champagnie,SAS,2024
5777,Cedi Osman,SAS,2024
5778,Jerami Grant,POR,2024
5779,Anfernee Simons,POR,2024
5780,Deandre Ayton,POR,2024
5781,Scoot Henderson,POR,2024
5782,Shaedon Sharpe,POR,2024
5783,Toumani Camara,POR,2024
5784,Jabari Walker,POR,2024
5785,Malcolm Brogdon,POR,2024
5786,Matisse Thybulle,POR,2024
5787,Domantas Sabonis,SAC,2024
5788,De'Aaron Fox,SAC,2024
5789,Keegan Murray,SAC,2024
5790,Harrison Barnes,SAC,2024
5791,Malik Monk,SAC,2024
5792,Kevin Huerter,SAC,2024
5793,Trey Lyles,SAC,2024
5794,Davion Mitchell,SAC,2024
5795,Keon Ellis,SAC,2024
5796,Cade Cunningham,DET,2024
5797,Jaden Ivey,DET,2024
5798,Jalen Duren,DET,2024
5799,Isaiah Stewart,DET,2024
5800,Bojan Bogdanović,DET,2024
5801,Ausar Thompson,DET,2024
5802,Simone Fontecchio,DET,2024
5803,Marcus Sasser,DET,2024
5804,Killian Hayes,DET,2024
5805,Luka Dončić,DAL,2024
5806,Kyrie Irving,DAL,2024
5807,Tim Hardaway Jr.,DAL,2024
5808,Derrick Jones Jr.,DAL,2024
5809,P.J. Washington,DAL,2024
5810,Josh Green,DAL,2024
5811,Grant Williams,DAL,2024
5812,Dereck Lively II,DAL,2024
5813,Dante Exum,DAL,2024
5814,Anthony Davis,LAL,2024
5815,LeBron James,LAL,2024
5816,Austin Reaves,LAL,2024
5817,D'Angelo Russell,LAL,2024
5818,Taurean Prince,LAL,2024
5819,Rui Hachimura,LAL,2024
5820,Cam Reddish,LAL,2024
5821,Spencer Dinwiddie,LAL,2024
5822,Max Christie,LAL,2024
5823,James Harden,LAC,2024
5824,Paul George,LAC,2024
5825,Kawhi Leonard,LAC,2024
5826,Norman Powell,LAC,2024
5827,Ivica Zubac,LAC,2024
5828,Terance Mann,LAC,2024
5829,Russell Westbrook,LAC,2024
5830,Amir Coffey,LAC,2024
5831,Daniel Theis,LAC,2024
5832,Lauri Markkanen,UTA,2024
5833,Collin Sexton,UTA,2024
5834,Keyonte George,UTA,2024
5835,Jordan Clarkson,UTA,2024
5836,John Collins,UTA,2024
5837,Walker Kessler,UTA,2024
5838,Simone Fontecchio,UTA,2024
5839,Kris Dunn,UTA,2024
5840,Kelly Olynyk,UTA,2024
5841,Kyle Kuzma,WAS,2024
5842,Jordan Poole,WAS,2024
5843,Deni Avdija,WAS,2024
5844,Tyus Jones,WAS,2024
5845,Corey Kispert,WAS,2024
5846,Bilal Coulibaly,WAS,2024
5847,Daniel Gafford,WAS,2024
5848,Marvin Bagley III,WAS,2024
5849,Landry Shamet,WAS,2024
5850,Damian Lillard,MIL,2024
5851,Giannis Antetokounmpo,MIL,2024
5852,Brook Lopez,MIL,2024
5853,Malik Beasley,MIL,2024
5854,Bobby Portis,MIL,2024
5855,Khris Middleton,MIL,2024
5856,Pat Connaughton,MIL,2024
5857,Jae Crowder,MIL,2024
5858,Patrick Beverley,MIL,2024
5859,Jaren Jackson Jr.,MEM,2024
5860,Desmond Bane,MEM,2024
5861,Santi Aldama,MEM,2024
5862,Vince Williams Jr.,MEM,2024
5863,Ja Morant,MEM,2024
5864,GG Jackson II,MEM,2024
5865,Marcus Smart,MEM,2024
5866,Luke Kennard,MEM,2024
5867,David Roddy,MEM,2024
5868,Shai Gilgeous-Alexander,OKC,2024
5869,Chet Holmgren,OKC,2024
5870,Jalen Williams,OKC,2024
5871,Luguentz Dort,OKC,2024
5872,Josh Giddey,OKC,2024
5873,Cason Wallace,OKC,2024
5874,Isaiah Joe,OKC,2024
5875,Aaron Wiggins,OKC,2024
5876,Kenrich Williams,OKC,2024
5877,Mikal Bridges,BRK,2024
5878,Cam Thomas,BRK,2024
5879,Nic Claxton,BRK,2024
5880,Dorian Finney-Smith,BRK,2024
5881,Spencer Dinwiddie,BRK,2024
5882,Cameron Johnson,BRK,2024
5883,Dennis Schröder,BRK,2024
5884,Royce O'Neale,BRK,2024
5885,Dennis Smith Jr.,BRK,2024
5886,CJ McCollum,NOP,2024
5887,Herbert Jones,NOP,2024
5888,Brandon Ingram,NOP,2024
5889,Zion Williamson,NOP,2024
5890,Trey Murphy III,NOP,2024
5891,Jonas Valančiūnas,NOP,2024
5892,Dyson Daniels,NOP,2024
5893,Naji Marshall,NOP,2024
5894,Larry Nance Jr.,NOP,2024
5895,Miles Bridges,CHO,2024
5896,Brandon Miller,CHO,2024
5897,Terry Rozier,CHO,2024
5898,Nick Richards,CHO,2024
5899,P.J. Washington,CHO,2024
5900,Gordon Hayward,CHO,2024
5901,LaMelo Ball,CHO,2024
5902,Tre Mann,CHO,2024
5903,Grant Williams,CHO,2024
